url,name,title,Path,Slice Name,Alias(s),Label,Min,Max,Must Support?,Is Modifier?,Is Summary?,Type(s),Short,Definition,Comments,Requirements,Default Value,Meaning When Missing,Fixed Value,Pattern,Example,Minimum Value,Maximum Value,Maximum Length,Binding Strength,Binding Description,Binding Value Set,Code,Slicing Discriminator,Slicing Description,Slicing Ordered,Slicing Rules,Base Path,Base Min,Base Max,Condition(s),Constraint(s),Mapping: RIM Mapping,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex,USCoreBirthSexExtension,US Core Birth Sex Extension,Extension,,,,0,1,,,,,Extension,A code classifying the person's sex assigned at birth  as specified by the [Office of the National Coordinator for Health IT (ONC)](https://www.healthit.gov/newsroom/about-onc).,"The codes required are intended to present birth sex (i.e., the sex recorded on the patient’s birth certificate) and not gender identity or reassigned sex.",,,,,,,,,,,,,,,,,Extension,0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",player[classCode=PSN|ANM and determinerCode=INSTANCE]/administrativeGender,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex,USCoreBirthSexExtension,US Core Birth Sex Extension,Extension.id,,,,0,1,,,,"string {[]} {[]}
",Unique id for inter-element referencing,Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,,,,,,,,,,,,,,,,,Element.id,0,1,,,,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex,USCoreBirthSexExtension,US Core Birth Sex Extension,Extension.extension,,"extensions
user content",,0,*,,,,"Extension {[]} {[]}
",Additional content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",,,,,,,,,,,,,,"value:url}
",Extensions are always sliced by (at least) url,,open,Element.extension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex,USCoreBirthSexExtension,US Core Birth Sex Extension,Extension.url,,,,1,1,,,,"uri {[]} {[]}
",identifies the meaning of the extension,Source of the definition for the extension code - a logical name or a URL.,"The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.",,,,"<valueUri xmlns=""http://hl7.org/fhir"" value=""http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex""/>",,,,,,,,,,,,,Extension.url,1,1,,,,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-birthsex,USCoreBirthSexExtension,US Core Birth Sex Extension,Extension.value[x],,,,1,1,,,,"code {[]} {[]}
",Value of extension,Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).,,,,,,,,,,,required,Code for sex assigned at birth,http://hl7.org/fhir/us/core/ValueSet/birthsex,,,,,Extension.value[x],0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-observation-sexual-orientation,USCoreSexualOrientationObservationProfile,US Core Sexual Orientation Observation Profile,Observation,,"Vital Signs
MeasurementResultsTests",,0,*,,,,,Measurements and simple assertions,This profile is  created to support recording Sexual Orientation per the ONC definition in USCDI v2.,"Used for simple observations such as device measurements, laboratory atomic results, vital signs, height, weight, smoking status, comments, etc.  Other resources are used to provide context for observations such as laboratory reports, etc.",,,,,,,,,,,,,,,,,Observation,0,*,,"dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}obs-6:dataAbsentReason SHALL only be present if Observation.value[x] is not present {dataAbsentReason.empty() or value.empty()}obs-7:If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present {value.empty() or component.code.where(coding.intersect(%resource.code.coding).exists()).empty()}us-core-2:If there is no component or hasMember element then either a value[x] or a data absent reason must be present {(component.empty() and hasMember.empty()) implies (dataAbsentReason.exists() or value.exists())}",Event,< 363787002 |Observable entity|,OBX,"Entity. Role, or Act","Observation[classCode=OBS, moodCode=EVN]",
http://hl7.org/fhir/us/core/StructureDefinition/us-core-observation-sexual-orientation,USCoreSexualOrientationObservationProfile,US Core Sexual Orientation Observation Profile,Observation.id,,,,0,1,,,Y,"string {[]} {[]}
",Logical id of this artifact,"The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.",The only time that a resource does not have an id is when it is being submitted to the server using a create operation.,,,,,,,,,,,,,,,,,Resource.id,0,1,,,,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-observation-sexual-orientation,USCoreSexualOrientationObservationProfile,US Core Sexual Orientation Observation Profile,Observation.meta,,,,0,1,,,Y,"Meta {[]} {[]}
",Metadata about the resource,The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.,,,,,,,,,,,,,,,,,,Resource.meta,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-observation-sexual-orientation,USCoreSexualOrientationObservationProfile,US Core Sexual Orientation Observation Profile,Observation.implicitRules,,,,0,1,,Y,Y,"uri {[]} {[]}
",A set of rules under which this content was created,"A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.",,,,,,,,,,,,,,,,,Resource.implicitRules,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,
http://hl7.org/fhir/us/core/StructureDefinition/us-core-observation-sexual-orientation,USCoreSexualOrientationObservationProfile,US Core Sexual Orientation Observation Profile,Observation.language,,,,0,1,,,,"code {[]} {[]}
",Language of the resource content,The base language in which the resource is written.,"Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).",,,,,,,,,,preferred,A human language.,http://hl7.org/fhir/ValueSet/languages,,,,,Resource.language,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,
